zip,compid,compname,comrate,indrate,resrate
71753,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71758,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71762,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71763,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71764,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71765,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71766,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71770,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71801,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71801,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71822,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71825,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71825,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71826,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71827,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71828,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71832,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71833,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71834,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71835,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71836,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71838,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71839,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71841,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71842,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71845,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71846,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71847,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71847,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71851,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71852,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71853,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71854,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71855,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71857,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71858,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71859,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71860,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71861,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71862,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71864,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71866,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71901,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71909,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71913,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71921,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71923,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71929,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71933,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71935,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71937,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71940,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71940,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71941,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71943,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71944,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71945,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71949,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71952,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71953,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71956,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71957,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71958,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
71960,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71961,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71962,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71964,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71965,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71968,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71969,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71970,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
71999,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72002,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72003,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72004,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72006,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72007,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72010,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72011,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72012,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72015,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72016,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72017,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72019,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72020,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72021,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72022,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72023,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72024,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72025,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72027,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72029,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72031,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72032,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72034,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72036,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72037,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72038,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72039,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72040,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72041,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72042,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72044,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72045,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72046,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72047,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72048,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72051,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72053,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72055,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72057,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72058,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72059,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72060,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72063,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72064,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72065,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72068,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72069,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72070,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72072,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72073,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72074,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72076,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72079,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72080,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72081,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72082,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72084,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72085,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72086,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72087,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72099,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72101,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72102,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72103,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72104,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72106,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72107,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72110,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72111,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72112,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72113,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72114,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72116,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72117,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72118,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72120,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72121,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72122,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72123,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72125,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72126,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72127,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72128,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72129,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72132,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72135,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72136,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72137,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72140,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72141,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72142,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72143,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72149,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72150,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72152,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72153,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72156,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72157,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72160,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72164,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72166,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72167,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72168,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72170,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72173,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72175,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72176,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72180,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72181,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72199,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72201,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72202,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72204,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72205,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72206,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72207,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72209,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72210,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72211,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72212,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72223,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72301,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72315,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72320,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72320,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
72321,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72324,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72326,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72327,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72328,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72330,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72331,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72333,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72335,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72338,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72339,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72340,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72342,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72342,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
72346,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72347,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72348,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
72348,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72350,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72354,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72355,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72358,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72359,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72360,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72360,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
72364,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72365,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72366,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72367,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72368,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72370,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72372,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72373,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72374,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72376,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72384,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72386,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72387,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72389,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72390,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72392,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72394,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72395,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72396,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72401,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72404,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72410,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72411,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72413,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72414,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72415,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72416,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72419,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72421,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72422,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72424,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72425,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72429,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72432,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72433,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72434,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72435,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72437,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72438,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72438,19436,Union Electric Co.,56.56,41.72,69.64
72442,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72443,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72444,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72447,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72447,19436,Union Electric Co.,56.56,41.72,69.64
72450,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72450,19436,Union Electric Co.,56.56,41.72,69.64
72453,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72454,19436,Union Electric Co.,56.56,41.72,69.64
72455,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72458,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72459,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72461,19436,Union Electric Co.,56.56,41.72,69.64
72461,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72469,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72470,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72471,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72472,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72473,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72474,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72476,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72479,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72482,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72501,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72513,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72519,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72521,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72522,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72523,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72524,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72527,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72529,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72530,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72532,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72533,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72534,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72540,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72542,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72543,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72550,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72554,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72555,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72556,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72560,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72561,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72562,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72564,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72567,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72568,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72569,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72571,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72572,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72573,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72576,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72577,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72579,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72601,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72611,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72616,5860,Empire District Electric Co.,74.74,56.59,83.94
72617,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72619,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72626,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72631,5860,Empire District Electric Co.,74.74,56.59,83.94
72633,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72634,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72635,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72636,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72638,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72638,5860,Empire District Electric Co.,74.74,56.59,83.94
72639,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72640,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72642,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72644,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72645,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72648,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72650,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72653,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72658,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72660,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72660,5860,Empire District Electric Co.,74.74,56.59,83.94
72661,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72662,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72663,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72668,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72669,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72672,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72675,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72680,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72682,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72685,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72686,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72687,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72701,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72703,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72704,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72712,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72712,5860,Empire District Electric Co.,74.74,56.59,83.94
72718,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72719,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72722,5860,Empire District Electric Co.,74.74,56.59,83.94
72730,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72732,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72734,5860,Empire District Electric Co.,74.74,56.59,83.94
72736,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72736,5860,Empire District Electric Co.,74.74,56.59,83.94
72739,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72744,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72745,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72747,5860,Empire District Electric Co.,74.74,56.59,83.94
72751,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72753,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72756,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72758,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72762,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72764,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72768,5860,Empire District Electric Co.,74.74,56.59,83.94
72774,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72801,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72802,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72821,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72823,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72824,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72827,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72828,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72829,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72830,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72832,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72833,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72834,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72835,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72837,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72838,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72840,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72841,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72842,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72843,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72846,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72847,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72851,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72853,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72855,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72857,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72858,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72860,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72863,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72865,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72901,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72903,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72904,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72905,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72908,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72916,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72916,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72921,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72923,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72926,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72927,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
72927,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
72927,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
72928,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
